Cat,Maker,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Total Sales,Market Share
3W,RAM JANKI ENG. WORK,0,0,4,0,0,0,0,0,0,0,4,0.000116213
3W,ROANSOME MOTORS,0,0,0,0,0,0,0,0,4,65,4,0.000116213
LMV,LECTRIX EV PVT LTD,0,0,0,0,0,0,0,0,4,1,4,0.000116213
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),0,0,0,0,0,0,0,0,4,63,4,0.000116213
3W,V.T.ENGINEERING,0,0,3,1,0,0,0,0,0,0,4,0.000116213
3W,KELVINATOR INDIA LTD ?????????,0,0,3,1,0,0,0,0,0,0,4,0.000116213
3W,DASHMESH MECH WORKS PVT LTD,0,1,3,0,0,0,0,0,0,0,4,0.000116213
LMV,ARROW AUTOMOTIVE,0,0,0,0,0,0,1,3,0,0,4,0.000116213
3W,ACTION CONSTRUCTION EQUIPMENT LTD.,0,0,4,0,0,0,0,0,0,0,4,0.000116213
3W,KUMAR MOTORS PVT LTD,0,1,3,0,0,0,0,0,0,0,4,0.000116213
3W,SMITH MOTORS PVT LTD,0,0,0,0,0,0,0,0,4,0,4,0.000116213
LMV,SML ISUZU LTD,0,4,0,0,0,0,0,0,0,0,4,0.000116213
3W,GREENFIT INDUSTRIES LLP,0,0,0,0,0,0,0,0,4,168,4,0.000116213
LMV,JITENDRA NEW EV-TECH PVT. LTD,0,0,0,3,1,0,0,0,0,0,4,0.000116213
LMV,HONDA CARS INDIA LTD,2,1,0,1,0,0,0,0,0,0,4,0.000116213
LMV,SHRI VAIRAMUTHU TRAILERS,0,2,2,0,0,0,0,0,0,0,4,0.000116213
3W,GILL AGRICULTURE WORKS,0,0,0,4,0,0,0,0,0,0,4,0.000116213
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),0,0,0,0,0,0,0,0,4,22,4,0.000116213
3W,OKINAWA AUTOTECH PVT LTD,0,0,0,0,0,3,0,0,1,0,4,0.000116213
2W,GENERAL MOTORS INDIA PVT LTD,3,1,0,0,0,0,0,0,0,0,4,0.000116213
MMV,OTHERS,0,1,0,2,0,0,0,0,1,1,4,0.000116213
2W,HAYASA E-MOBILITY (INDIA) PVT LTD,0,0,0,0,0,0,0,0,4,0,4,0.000116213
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),0,0,0,0,0,0,0,0,4,1,4,0.000116213
3W,H-D MOTOR COMPANY INDIA PVT LTD,0,0,4,0,0,0,0,0,0,0,4,0.000116213
3W,LAUNCHER MATERIAL HANDLING INDUSTRIES,0,0,0,2,2,0,0,0,0,0,4,0.000116213
LMV,3S INDUSTRIES PRIVATE LIMITED,0,0,0,0,3,1,0,0,0,0,4,0.000116213
LMV,ADITYA SAI INDUSTRIES,0,0,2,2,0,0,0,0,0,0,4,0.000116213
3W,CENTURY MOTORS PVT LTD,0,2,2,0,0,0,0,0,0,0,4,0.000116213
3W,NBC ENGINEERING PVT LTD,0,0,0,0,0,0,0,4,0,0,4,0.000116213
3W,GRINDIA G MOTORS PVT LTD,0,0,0,0,0,0,0,0,3,2,3,8.72E-05
3W,JEMCO ENGINEERING PVT LTD,0,0,0,3,0,0,0,0,0,0,3,8.72E-05
3W,UNIVERSAL LTD,0,0,0,3,0,0,0,0,0,0,3,8.72E-05
2W,EMOBI MANUFACTURY PRIVATE LIMITED,0,0,0,0,0,0,3,0,0,0,3,8.72E-05
LMV,SKS TRADE INDIA PVT LTD,0,0,0,0,3,0,0,0,0,1,3,8.72E-05
LMV,LMV LTD,2,0,1,0,0,0,0,0,0,0,3,8.72E-05
LMV,A R T WELDING WORKS,0,1,0,2,0,0,0,0,0,0,3,8.72E-05
3W,D S R AUTOMOTIVES (INDIA) PVT LTD,0,0,3,0,0,0,0,0,0,0,3,8.72E-05
3W,A D AGRO WORKS,0,0,2,1,0,0,0,0,0,0,3,8.72E-05
LMV,U.P. TELELINKS LIMITED,0,0,0,0,0,0,0,1,2,0,3,8.72E-05
3W,STANDARD CORPORATION INDIA LTD,0,0,3,0,0,0,0,0,0,0,3,8.72E-05
2W,CHONGQING YU AN GROUP,0,3,0,0,0,0,0,0,0,0,3,8.72E-05
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,0,1,2,0,0,0,0,0,0,0,3,8.72E-05
3W,DSR EV MOBILITY PVT LTD,0,0,0,0,0,0,0,0,3,27,3,8.72E-05
LMV,MACNEILL ENGINEERING LIMITED,0,0,0,0,0,0,0,1,2,0,3,8.72E-05
2W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,0,0,0,0,0,0,0,3,0,0,3,8.72E-05
2W,SEEKA E MOTORS PVT LTD,0,0,0,0,0,0,0,0,3,12,3,8.72E-05
LMV,SHRI BARSANA E-VEHICLES PVT LTD,0,0,0,0,0,0,0,1,2,0,3,8.72E-05
3W,S E ASIA CO,0,0,0,1,2,0,0,0,0,0,3,8.72E-05
LMV,SHRI SAKTHI VINAYAKA TRAILERS,0,0,3,0,0,0,0,0,0,0,3,8.72E-05
3W,MOTOR & GENERAL SALES LTD.,0,0,3,0,0,0,0,0,0,0,3,8.72E-05
LMV,VOLKSWAGEN INDIA PVT LTD,0,2,1,0,0,0,0,0,0,0,3,8.72E-05
3W,VOLKSWAGEN INDIA PVT LTD,1,1,1,0,0,0,0,0,0,0,3,8.72E-05
3W,M/S TRISHIKA INDUSTRIES,0,0,0,0,0,0,3,0,0,0,3,8.72E-05
LMV,PONMALAR TRAILERS,1,0,2,0,0,0,0,0,0,0,3,8.72E-05
MMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,0,0,0,0,0,2,1,0,0,5,3,8.72E-05
LMV,KARUMALAIAN AGRO INDUSTRY ????,3,0,0,0,0,0,0,0,0,0,3,8.72E-05
3W,MAHINDRA NISSAN ALLWYN LTD.,0,3,0,0,0,0,0,0,0,0,3,8.72E-05
LMV,MAHINDRA RENAULT PVT.LTD.,2,0,0,1,0,0,0,0,0,0,3,8.72E-05
LMV,EICHER MOTORS LTD,0,3,0,0,0,0,0,0,0,0,3,8.72E-05
3W,CARREE YUNUS VEHICLE PVT LTD,0,0,0,0,0,0,0,0,3,22,3,8.72E-05
LMV,SURYA TRAILORS AND TANKERS,1,2,0,0,0,0,0,0,0,0,3,8.72E-05
LMV,RATHNA ENGINEERING COMPANY,2,1,0,0,0,0,0,0,0,0,3,8.72E-05
2W,DSK MOTOWHEELS PVT LTD.,1,2,0,0,0,0,0,0,0,0,3,8.72E-05
LMV,MAHALINGA ENGG. INDUSTRIES ?,3,0,0,0,0,0,0,0,0,0,3,8.72E-05
LMV,KISAN AGRO INDUSTRIES,2,1,0,0,0,0,0,0,0,0,3,8.72E-05
3W,ATLAS COPCO INDIA LTD,0,0,0,2,0,0,0,0,0,0,2,5.81E-05
LMV,M.G.P ENGINEERING WORKS,0,2,0,0,0,0,0,0,0,0,2,5.81E-05
LMV,JUNGHEINRICH AG AND CO,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,ECOYAN ELECTRIC MOTORS VEHICLE PVT LTD,0,0,0,0,2,0,0,0,0,0,2,5.81E-05
LMV,SHRI DEVIKA TRAILERS,1,1,0,0,0,0,0,0,0,0,2,5.81E-05
2W,DURGA FILTERS PVT LTD,0,0,0,0,0,0,0,0,2,0,2,5.81E-05
LMV,MAHINDRA TWO WHEELERS LTD,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,CHATELEC VEHICLES INDIA LTD,0,0,1,1,0,0,0,0,0,0,2,5.81E-05
LMV,CNH INDUSTRIAL (INDIA) PVT LTD,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
LMV,CONTINENTAL ENGINES PVT LTD,0,0,0,0,0,0,0,2,0,0,2,5.81E-05
3W,SUN SHINE ENGINEERING WORKS,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
3W,DAEWOO MOTORS INDIA LTD,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,DAIMLER AG,0,0,0,0,0,2,0,0,0,0,2,5.81E-05
3W,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
3W,MACNEILL ENGG LTD,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,SMARTOMATIC VEHICLES PRIVATE LIMITED,0,0,0,0,0,0,0,0,2,0,2,5.81E-05
3W,SUPER POWER MOTORS,0,0,0,0,0,0,0,0,2,107,2,5.81E-05
LMV,CHAMPION POLY PLAST,0,0,0,0,0,0,2,0,0,0,2,5.81E-05
3W,CASE EQUIPMENT PRIVATE LTD,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
LMV,SIDHI DURGA ENGINEERING,0,0,0,2,0,0,0,0,0,0,2,5.81E-05
LMV,SHRI VENKATESHWARA TRAILOR,1,0,0,1,0,0,0,0,0,0,2,5.81E-05
LMV,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0,1,0,1,0,0,0,0,0,0,2,5.81E-05
3W,DILIP CHHABRIA DESIGN PVT LTD,0,1,0,0,0,1,0,0,0,0,2,5.81E-05
LMV,SHRI MODERN TRAILERS,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,TAFE LIMITED,0,1,0,1,0,0,0,0,0,0,2,5.81E-05
LMV,SHRI KUMAR TRAILERS EQUIPMENTS,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
2W,TATA MOTORS LTD,0,2,0,0,0,0,0,0,0,0,2,5.81E-05
3W,SHRI CHINNAMMAN ENGG. WORKS ???,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
2W,DILLI ELECTRIC AUTO PVT LTD,0,0,0,0,0,0,0,2,0,0,2,5.81E-05
2W,JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),0,0,0,0,0,0,0,0,2,0,2,5.81E-05
LMV,SHRI ANGAMMAL ENGINEERING WORKS,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,0,0,0,0,0,0,0,0,2,0,2,5.81E-05
LMV,SAKTHI VINAYAKA ENGINEERING WORKS,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,SSV TECHNOLOGIES,0,0,0,0,0,0,0,2,0,1,2,5.81E-05
LMV,AHITESHAM AGRO ENGINEERING,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
2W,ENIGMA AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,2,13,2,5.81E-05
LMV,AMMAN ENGINEERING COMPANY,1,0,0,1,0,0,0,0,0,0,2,5.81E-05
LMV,HOUSTAN INNOVATION LLP,0,0,0,0,0,0,0,2,0,0,2,5.81E-05
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),0,0,0,0,0,0,0,0,2,7,2,5.81E-05
3W,HITEK ELECTRIC AUTO CO.,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),0,0,0,0,0,0,0,0,2,11,2,5.81E-05
3W,YEZDI MOTORS LTD,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,QUANTUM ENERGY LTD.,0,0,0,0,0,0,0,0,2,0,2,5.81E-05
LMV,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,0,2,0,0,0,0,0,0,0,0,2,5.81E-05
LMV,VICTOR AGRO INDUSTRIES,2,0,0,0,0,0,0,0,0,0,2,5.81E-05
3W,EXPO MACHINERY LTD,0,1,0,1,0,0,0,0,0,0,2,5.81E-05
3W,J S AGRO INDUSTRIES,0,0,0,1,1,0,0,0,0,0,2,5.81E-05
LMV,KRISHNA ENGINEERING WORKS,0,0,0,2,0,0,0,0,0,0,2,5.81E-05
3W,KAYAMEL MACHINE PRIVATE LTD,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,GREAT AUTOMOTIVE LIMITED,0,2,0,0,0,0,0,0,0,0,2,5.81E-05
LMV,FORD INDIA PVT LTD,1,0,0,1,0,0,0,0,0,0,2,5.81E-05
2W,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),0,0,0,0,0,0,0,0,2,1,2,5.81E-05
3W,REPUBLIC PVT.LTD.,0,0,1,1,0,0,0,0,0,0,2,5.81E-05
LMV,ARASAN AND CO.,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
3W,HARSHVIE INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,2,4,2,5.81E-05
LMV,MSI INDUSTRIES,2,0,0,0,0,0,0,0,0,0,2,5.81E-05
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),0,0,0,0,0,0,0,0,2,11,2,5.81E-05
2W,MICROAUTOTECH PVT. LTD.,0,0,0,0,0,0,0,0,2,2,2,5.81E-05
3W,SAATHI TRADING CO,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,3GB TECHNOLOGY PVT LTD,0,1,1,0,0,0,0,0,0,0,2,5.81E-05
3W,OCULUS AUTO INDUSTRIES LLP,0,0,0,0,0,0,0,0,2,3,2,5.81E-05
3W,PRIMA PVT LTD,0,0,0,0,2,0,0,0,0,0,2,5.81E-05
MMV,KION INDIA PVT LTD,0,2,0,0,0,0,0,0,0,0,2,5.81E-05
LMV,"S M TRACTOR TRALERS, SHAHAPUR",0,0,2,0,0,0,0,0,0,0,2,5.81E-05
2W,OKA MOTOR COMPANY LTD.,0,0,0,2,0,0,0,0,0,0,2,5.81E-05
3W,ELGI EQUIPMENTS LTD ??????????,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
LMV,OKINAWA AUTOTECH PVT LTD,0,0,0,1,1,0,0,0,0,0,2,5.81E-05
3W,PARAG AGRO,0,0,2,0,0,0,0,0,0,0,2,5.81E-05
3W,L & T CASE EQUIPMENT PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,KARTAR AGRO INDUSTRIES PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,M/S UNITY MOTOR BODY,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
MMV,KARUMALAIAN AGRO INDUSTRY ????,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,ACTION CONSTRUCTION EQUIPMENT LTD.,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),0,0,0,0,0,0,0,0,1,45,1,2.91E-05
LMV,KUKU AUTOMOTIVES,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
LMV,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ABIRAMI ENGINEERING WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,KETO MOTORS PVT LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,ABHAVIS TECHNOLOGY (I) PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,AASHI INDIA AUTOMOBILES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),0,0,0,0,0,0,0,0,1,27,1,2.91E-05
2W,3GB TECHNOLOGY PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,MAC AUTO INDIA,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,CHATELEC VEHICLES INDIA LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,A B EXCAVATORS & EARTHMOVER LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ZENIAK INNOVATION INDIA LTD,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
3W,KHAN ENGINEERING WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,MAA SHAKTI EXIM PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,KGN INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,A. K. AUTTO ELECTRICAL,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
LMV,YUVRAJ INTERNATIONAL,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,KRISHI ENGINEERING WORKS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,AADHYA ENTERPRISES,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
3W,SUNLECTRA AUTO,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,KARTAR AGRO ENGINEERS PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,AADITYA GARBAGE PRODUCTS PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
2W,KRT MOTORS PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,SWITCH MOBILITY AUTOMOTIVE LTD,0,0,0,0,0,0,0,1,0,84,1,2.91E-05
LMV,JUNO CASTINGS PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,CAPARO AUTOTECH LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,LOCAL TRAILER MANUFACTURER,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,"BASUDEB ENGINEERING, CUTTACK",0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,VIBGYOR  VEHICLES LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,BALAMURUGAN ENGINEERING WORKS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ANJALI TRADERS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
MMV,LIUGONG INDIA PVT. LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,0,0,0,0,0,0,0,0,1,8,1,2.91E-05
LMV,BAL GOPAL WHEELS PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,BAJAJ TEMPO LIMITED,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,VEANCO AUTOMOTIVES PVT LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,BAFNA AUTO CARS I PVT.LTD.,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,AGRASEN ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ARBUDA TRAILER,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ARD EXIM,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,AVON CYCLES LTD,0,0,0,0,0,1,0,0,0,0,1,2.91E-05
3W,ARIHANT ENTERPRISE,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,AVL ELECTRIC VEHICLES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,AUTOCROLA INDIA LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,M G INDUSTRIES,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,UNITED AUTO TRACTORS LTD ?????,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,K M MOTORS,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,ASHOK LEYLAND LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),0,0,0,0,0,0,0,0,1,0,1,2.91E-05
LMV,THE COMMERCIAL MOTORS LIMITED,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,BENGAL MOTORS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,VIJAYALAKSHIMI ENGG WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,TAFE LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
MMV,WIRTGEN INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,TAMILNADU MOPEDS LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,AGRO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ASHOK LEYLAND LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,WARIVO MOTOR INDIA PVT LTD,0,0,0,0,0,0,0,0,1,23,1,2.91E-05
2W,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,AKASH AGRO INDUSTRIES,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,AKASH TRAILOR,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,AKSMD RECHARGEABLE VEHICLES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,LAWAT MOTORS LLP,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
3W,TATA MOTORS LTD,0,0,1,0,0,0,0,0,0,1,1,2.91E-05
2W,BSA MOTORS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,VISHWAS TRAILER WELD WORK,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ALTIER ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,AMAR COACH BUILDERS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,TELSA INC,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
LMV,M.K. ENTERPRISES,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,AMW MOTORS LIMITED,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,BENTLEY MOTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,TERRA MOTORS INDIA PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
2W,LOHIA AUTO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,HIND AGRO INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,REPUBLIC MOTORS,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
3W,MG MOTOR INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
2W,ISUZU MOTOR INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,FORCE MOTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,FORD INDIA PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAJKAMAL MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,RAJESH STEEL AND WIRE INDUSTRIES,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAJA ARTS HITECH ENGINEERING,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
2W,RAJ AUTOMOTIVE,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,G & G AUTOMOTIVE,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,RAAJ AUTOMOTIVE,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,G.K. RICKSHAW,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,R.N.A.I.P.LTD,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,INTERNATIONAL CARS & MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,GANAPATI AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,PUSHKAR INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,MOTOR & GENERAL SALES PVT LTD,0,0,0,0,1,0,0,0,0,0,1,2.91E-05
LMV,PUNJAB TRACTORS LIMITED,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
2W,INTERNATIONAL CARS & MOTORS LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,PREMIER LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,MITHU BAJRANG ENG.WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,EVERVE MOTORS PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
2W,RENAULT INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,RUDRA AUTO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,SAHKAR AGRO IND,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,SAGAS AUTOTIC PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,SAGAR AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
MMV,SAERA ELECTRIC AUTO PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,ELECTROTECH TRANSMISSION PVT LTD,0,0,0,0,0,0,0,0,1,0,1,2.91E-05
3W,S.M. LTD.,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,JAIDKA POWER SYSTEMS PVT LTD,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,ELECTROTHERM (INDIA) LIMITED,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,JAI BHAVANI ENGINEERING  WORKS,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
LMV,JAI AMBE FABRICATION & ENGINEERING WORK,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,ERISHA E MOBILITY PVT LTD,0,0,0,0,0,0,0,0,1,1,1,2.91E-05
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),0,0,0,0,0,0,0,0,1,3,1,2.91E-05
3W,ESCORT JCB LTD,0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),0,1,0,0,0,0,0,0,0,0,1,2.91E-05
3W,ETHIRAJ AUTO UDYOG PVT LTD ???,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,MINI METRO EV L.L.P,0,0,0,0,0,0,0,1,0,0,1,2.91E-05
3W,GENERAL MOTORS INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,MUTHUR AGRO ENGINEERING WORKS,1,0,0,0,0,0,0,0,0,0,1,2.91E-05
3W,PRAJAPATI ENG. WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
3W,GURUKRAPA ENGINEERING WORKS,0,0,1,0,0,0,0,0,0,0,1,2.91E-05
LMV,GREEN VALLEY MOTORS,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
LMV,NEW MARTHWADA QUALITY TRAILOR,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
2W,ORIGINAL FUEL SYSTEM PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,NEXZU MOBILITY PVT LTD,0,0,0,1,0,0,0,0,0,0,1,2.91E-05
3W,NGAGE IMPEX PVT LTD,0,0,0,0,0,0,1,0,0,0,1,2.91E-05
